Automatic_MS_filename	Batch	Code	Daisy_chain	Date	Instrument	Replicate	Cell_line	Cancer_type	Tissue_type	SIDM	growth_properties	MSI_status	methylation_data	expression_data	cnv_data	crispr_ko_data	fusion_data	drug_data	cancer_type_detail	sample_site	gender	ethnicity	smoking_status	BROAD_ID	COSMIC_ID	CCLE_ID
190904_b8-t1-2_00b8b_00hsv_m01_s_1	P04	2031	No	4/9/19	M01	1	RERF-LC-MS	Non-Small Cell Lung Carcinoma	Lung	SIDM00355	Unknown	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Lung Adenocarcinoma	Unknown	Unknown	East Asian	Unknown	ACH-000062	910931	RERFLCMS_LUNG
190904_b8-t1-3_00b8c_00hsw_m01_s_1	P04	6391	No	4/9/19	M01	1	EW-24	Ewing's Sarcoma	Bone	SIDM00195	Unknown	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Ewing's Sarcoma	Unknown	Unknown	Unknown	Unknown	ACH-002117	949168	EW24_BONE
190904_b8-t1-4_00b8d_00hsx_m01_s_1	P04	4392	No	4/9/19	M01	1	CW-2	Colorectal Carcinoma	Large Intestine	SIDM00282	Adherent	MSI	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Colon Adenocarcinoma	Unknown	Female	East Asian	Unknown	ACH-000998	910554	CW2_LARGE_INTESTINE
190904_b8-t1-5_00b8e_00hsy_m01_s_1	P04	3346	No	4/9/19	M01	1	NCI-H2135	Non-Small Cell Lung Carcinoma	Lung	SIDM00700	Adherent	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Non-Small Cell Lung Carcinoma	Unknown	Unknown	Unknown	Unknown	ACH-001363	1298352	NCIH2135_LUNG
190904_b8-t1-6_00b8f_00hsz_m01_s_1	P04	10612	No	4/9/19	M01	1	SU-DHL-1	T-Cell Non-Hodgkin's Lymphoma	Haematopoietic and Lymphoid	SIDM00390	Suspension	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Anaplastic Large Cell Lymphoma	Pleural effusion	Male	Unknown	Unknown	ACH-000664	909742	SUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
190904_b8-t1-7_00b8g_00ht0_m01_s_1	P04	2158	No	4/9/19	M01	1	CAL-12T	Non-Small Cell Lung Carcinoma	Lung	SIDM00939	Adherent	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Non-Small Cell Lung Carcinoma	Unknown	Male	Unknown	Unknown	ACH-000826	753540	CAL12T_LUNG
190904_b8-t1-8_00b8h_00ht1_m01_s_1	P04	3495	No	4/9/19	M01	1	PCI-15A	Head and Neck Carcinoma	Head and Neck	SIDM00270	Unknown	MSS	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Pyriform Fossa Squamous Cell Carcinoma	Unknown	Unknown	Unknown	Unknown	ACH-002294	1240204	PCI15A_UPPER_AERODIGESTIVE_TRACT
190904_b8-t1-9_00b8i_00ht2_m01_s_1	P04	2505	No	4/9/19	M01	1	OMC-1	Cervical Carcinoma	Cervix	SIDM00240	Adherent	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Cervical Squamous Cell Carcinoma	Lymph Node	Female	East Asian	Unknown	ACH-002180	949154	OMC1_CERVIX
190904_b8-t1-10_00b8j_00ht3_m01_s_1	P04	8315	No	4/9/19	M01	1	YT	Other Blood Carcinomas	Haematopoietic and Lymphoid	SIDM00410	Suspension	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Natural Killer Cell Lymphoblastic Leukemia Lymphoma	Pericardial fluid	Male	Unknown	Unknown	ACH-002317	946358	YT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
190904_b8-t1-11_00b8k_00ht4_m01_s_1	P04	3280	No	4/9/19	M01	1	NCI-H1436	Small Cell Lung Carcinoma	Lung	SIDM00697	Suspension	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Small Cell Lung Carcinoma	Lymph node	Male	White	Unknown	ACH-000830	908469	NCIH1436_LUNG
190904_b8-t1-12_00b8l_00ht5_m01_s_1	P04	8255	No	4/9/19	M01	1	CML-T1	Chronic Myelogenous Leukemia	Haematopoietic and Lymphoid	SIDM00958	Suspension	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Chronic Myelogenous Leukemia	Peripheral Blood	Female	Unknown	Unknown	ACH-000920	910951	CMLT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
190904_b8-t1-13_00b8m_00ht6_m01_s_1	P04	2340	No	4/9/19	M01	1	D-247MG	Glioblastoma	Central Nervous System	SIDM00622	Unknown	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Gliosarcoma	Unknown	Female	Unknown	Unknown	ACH-002224	946367	D247MG_CENTRAL_NERVOUS_SYSTEM
190904_b8-t1-14_00b8n_00ht7_m01_s_1	P04	9735	No	4/9/19	M01	1	GR-ST	B-Lymphoblastic Leukemia	Haematopoietic and Lymphoid	SIDM01259	Suspension	MSI	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Childhood Precursor B Lymphoblastic Leukemia	Unknown	Male	Unknown	Unknown	ACH-002238	906877	GRST_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
190903_b10-t1-1_00b96_00htb_m02_s_1	P04	2368	No	3/9/19	M02	2	ES5	Ewing's Sarcoma	Bone	SIDM00263	Unknown	MSS	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Ewing's Sarcoma	Unknown	Male	Unknown	Unknown	ACH-002106	684057	ES5_BONE
190903_b10-t1-3_00b98_00htd_m02_s_1	P04	6391	No	3/9/19	M02	2	EW-24	Ewing's Sarcoma	Bone	SIDM00195	Unknown	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Ewing's Sarcoma	Unknown	Unknown	Unknown	Unknown	ACH-002117	949168	EW24_BONE
190903_b10-t1-4_00b99_00hte_m02_s_1	P04	4392	No	3/9/19	M02	2	CW-2	Colorectal Carcinoma	Large Intestine	SIDM00282	Adherent	MSI	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Colon Adenocarcinoma	Unknown	Female	East Asian	Unknown	ACH-000998	910554	CW2_LARGE_INTESTINE
190903_b10-t1-5_00b9a_00htf_m02_s_1	P04	3346	No	3/9/19	M02	2	NCI-H2135	Non-Small Cell Lung Carcinoma	Lung	SIDM00700	Adherent	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Non-Small Cell Lung Carcinoma	Unknown	Unknown	Unknown	Unknown	ACH-001363	1298352	NCIH2135_LUNG
190903_b10-t1-6_00b9b_00htg_m02_s_1	P04	10612	No	3/9/19	M02	2	SU-DHL-1	T-Cell Non-Hodgkin's Lymphoma	Haematopoietic and Lymphoid	SIDM00390	Suspension	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Anaplastic Large Cell Lymphoma	Pleural effusion	Male	Unknown	Unknown	ACH-000664	909742	SUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
190903_b10-t1-7_00b9c_00hth_m02_s_1	P04	2158	No	3/9/19	M02	2	CAL-12T	Non-Small Cell Lung Carcinoma	Lung	SIDM00939	Adherent	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Non-Small Cell Lung Carcinoma	Unknown	Male	Unknown	Unknown	ACH-000826	753540	CAL12T_LUNG
190903_b10-t1-8_00b9d_00hti_m02_s_1	P04	3495	No	3/9/19	M02	2	PCI-15A	Head and Neck Carcinoma	Head and Neck	SIDM00270	Unknown	MSS	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Pyriform Fossa Squamous Cell Carcinoma	Unknown	Unknown	Unknown	Unknown	ACH-002294	1240204	PCI15A_UPPER_AERODIGESTIVE_TRACT
190903_b10-t1-9_00b9e_00htj_m02_s_1	P04	2505	No	3/9/19	M02	2	OMC-1	Cervical Carcinoma	Cervix	SIDM00240	Adherent	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Cervical Squamous Cell Carcinoma	Lymph Node	Female	East Asian	Unknown	ACH-002180	949154	OMC1_CERVIX
190903_b10-t1-10_00b9f_00htk_m02_s_1	P04	8315	No	3/9/19	M02	2	YT	Other Blood Carcinomas	Haematopoietic and Lymphoid	SIDM00410	Suspension	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Natural Killer Cell Lymphoblastic Leukemia Lymphoma	Pericardial fluid	Male	Unknown	Unknown	ACH-002317	946358	YT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
190903_b10-t1-11_00b9g_00htl_m02_s_1	P04	3280	No	3/9/19	M02	2	NCI-H1436	Small Cell Lung Carcinoma	Lung	SIDM00697	Suspension	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Small Cell Lung Carcinoma	Lymph node	Male	White	Unknown	ACH-000830	908469	NCIH1436_LUNG
190903_b10-t1-12_00b9h_00htm_m02_s_1	P04	8255	No	3/9/19	M02	2	CML-T1	Chronic Myelogenous Leukemia	Haematopoietic and Lymphoid	SIDM00958	Suspension	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Chronic Myelogenous Leukemia	Peripheral Blood	Female	Unknown	Unknown	ACH-000920	910951	CMLT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
190903_b10-t1-13_00b9i_00htn_m02_s_1	P04	2340	No	3/9/19	M02	2	D-247MG	Glioblastoma	Central Nervous System	SIDM00622	Unknown	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Gliosarcoma	Unknown	Female	Unknown	Unknown	ACH-002224	946367	D247MG_CENTRAL_NERVOUS_SYSTEM
190903_b10-t1-14_00b9j_00hto_m02_s_1	P04	9735	No	3/9/19	M02	2	GR-ST	B-Lymphoblastic Leukemia	Haematopoietic and Lymphoid	SIDM01259	Suspension	MSI	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Childhood Precursor B Lymphoblastic Leukemia	Unknown	Male	Unknown	Unknown	ACH-002238	906877	GRST_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
190903_b10-t1-16_00b9l_00htq_m02_s_1	P04	7739	Yes	3/9/19	M02	1	NCI-H1563	Non-Small Cell Lung Carcinoma	Lung	SIDM00751	Adherent	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Lung Adenocarcinoma	Lung	Male	Unknown	Unknown	ACH-000892	753600	NCIH1563_LUNG
190905_b14-t1-1_00bay_00hzk_m02_s_1	P04	10690	No	5/9/19	M02	1	MHH-NB-11	Neuroblastoma	Peripheral Nervous System	SIDM00387	Adherent	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Neuroblastoma	Adrenal Tissue	Male	White	Unknown	ACH-000078	908135	MHHNB11_AUTONOMIC_GANGLIA
190905_b14-t1-2_00baz_00hzl_m02_s_1	P04	5950	No	5/9/19	M02	1	RKO	Colorectal Carcinoma	Large Intestine	SIDM01090	Adherent	MSI	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	Colon Carcinoma	Colon	Unknown	Unknown	Unknown	ACH-000943	909698	RKO_LARGE_INTESTINE
190905_b14-t1-3_00bb0_00hzm_m02_s_1	P04	8073	No	5/9/19	M02	1	LK-2	Squamous Cell Lung Carcinoma	Lung	SIDM00548	Adherent	MSS	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Squamous Cell Lung Carcinoma	Unknown	Male	Unknown	Unknown	ACH-000769	687787	LK2_LUNG
190905_b14-t1-4_00bb1_00hzn_m02_s_1	P04	10610	No	5/9/19	M02	1	BC-3	B-Cell Non-Hodgkin's Lymphoma	Haematopoietic and Lymphoid	SIDM00895	Suspension	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Primary Effusion Lymphoma	Pleural Effusion	Male	White	Unknown	ACH-002215	910918	BC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
190905_b14-t1-5_00bb2_00hzo_m02_s_1	P04	2357	No	5/9/19	M02	1	DSH1	Bladder Carcinoma	Bladder	SIDM00970	Adherent	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Bladder Carcinoma	Unknown	Unknown	Unknown	Unknown	ACH-002235	753552	DSH1_URINARY_TRACT
190905_b14-t1-6_00bb3_00hzp_m02_s_1	P04	2319	No	5/9/19	M02	1	Becker	Glioma	Central Nervous System	SIDM00490	Adherent	MSS	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Astrocytoma	Unknown	Male	Unknown	Unknown	ACH-001016	906746	BECKER_CENTRAL_NERVOUS_SYSTEM
190905_b14-t1-7_00bb4_00hzq_m02_s_1	P04	3367	No	5/9/19	M02	1	NCI-H2444	Non-Small Cell Lung Carcinoma	Lung	SIDM00723	Adherent	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Non-Small Cell Lung Carcinoma	Unknown	Male	Unknown	Unknown	ACH-000186	1298356	NCIH2444_LUNG
190905_b14-t1-8_00bb5_00hzr_m02_s_1	P04	8311	No	5/9/19	M02	1	EW-11	Ewing's Sarcoma	Bone	SIDM00203	Unknown	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Ewing's Sarcoma	Unknown	Female	Unknown	Unknown	ACH-002111	684062	EW11_BONE
190905_b14-t1-9_00bb6_00hzs_m02_s_1	P04	6453	No	5/9/19	M02	1	Calu-3	Non-Small Cell Lung Carcinoma	Lung	SIDM00922	Adherent	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Lung Adenocarcinoma	Pleural effusion	Male	White	Unknown	ACH-000392	687777	CALU3_LUNG
190905_b14-t1-10_00bb7_00hzt_m02_s_1	P04	6909	No	5/9/19	M02	1	22RV1	Prostate Carcinoma	Prostate	SIDM00499	Adherent	MSI	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Prostate Carcinoma	Prostate	Male	Unknown	Unknown	ACH-000956	924100	22RV1_PROSTATE
190905_b14-t1-11_00bb8_00hzu_m02_s_1	P04	8009	No	5/9/19	M02	1	SBC-3	Small Cell Lung Carcinoma	Lung	SIDM00367	Unknown	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Small Cell Lung Carcinoma	Unknown	Male	Unknown	Unknown	ACH-002197	753610	SBC3_LUNG
190905_b14-t1-12_00bb9_00hzv_m02_s_1	P04	2014	No	5/9/19	M02	1	C-33-A	Cervical Carcinoma	Cervix	SIDM00889	Adherent	MSI	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Cervical Squamous Cell Carcinoma	Cervix	Female	White	Unknown	ACH-001333	687505	C33A_CERVIX
190905_b14-t1-13_00bba_00hzw_m02_s_1	P04	3108	No	5/9/19	M02	1	LOUCY	T-Lymphoblastic Leukemia	Haematopoietic and Lymphoid	SIDM00342	Suspension	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Adult Precursor T Lymphoblastic Leukemia	Peripheral blood	Female	Unknown	Unknown	ACH-000104	907789	LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
190905_b14-t1-14_00bbb_00hzx_m02_s_1	P04	8256	No	5/9/19	M02	1	LU-65	Non-Small Cell Lung Carcinoma	Lung	SIDM00547	Unknown	MSS	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Giant Cell Lung Carcinoma	Lung	Male	East Asian	Unknown	ACH-000438	724863	LU65_LUNG
190905_b14-t1-16_00bbd_00hzz_m02_s_1	P04	10269	Yes	5/9/19	M02	1	HCC2157	Breast Carcinoma	Breast	SIDM00774	Suspension	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Ductal Breast Carcinoma	Mammary gland	Female	Black	Unknown	ACH-000691	749715	HCC2157_BREAST
190905_b13-t1-1_00bai_00i0i_m01_s_1	P04	2252	No	5/9/19	M01	1	VAL	B-Cell Non-Hodgkin's Lymphoma	Haematopoietic and Lymphoid	SIDM00416	Suspension	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Diffuse Large B-Cell Lymphoma	Bone marrow	Female	Unknown	Unknown	ACH-001703	1331048	VAL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
190905_b13-t1-2_00baj_00i0j_m01_s_1	P04	2416	No	5/9/19	M01	1	KALS-1	Glioblastoma	Central Nervous System	SIDM00613	Unknown	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Glioblastoma	Unknown	Female	Unknown	Unknown	ACH-000231	907271	KALS1_CENTRAL_NERVOUS_SYSTEM
190905_b13-t1-3_00bak_00i0k_m01_s_1	P04	2509	No	5/9/19	M01	1	QIMR-WIL	Acute Myeloid Leukemia	Haematopoietic and Lymphoid	SIDM00467	Suspension	MSS	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	Acute Myeloid Leukemia	Peripheral blood	Unknown	Unknown	Unknown	ACH-002299	910545	QIMRWIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
190905_b13-t1-4_00bal_00i0l_m01_s_1	P04	6837	No	5/9/19	M01	1	SNU-61	Colorectal Carcinoma	Large Intestine	SIDM00194	Adherent	MSS	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Rectal Adenocarcinoma	Liver	Male	East Asian	Unknown	ACH-000532	1660035	SNU61_LARGE_INTESTINE
190905_b13-t1-5_00bam_00i0m_m01_s_1	P04	9530	No	5/9/19	M01	1	SR	Other Blood Carcinomas	Haematopoietic and Lymphoid	SIDM00096	Suspension	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Adult Immunoblastic Lymphoma	Pleural Effusion	Male	White	Unknown	ACH-000338;ACH-000338	905965	SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE;SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
190905_b13-t1-6_00ban_00i0n_m01_s_1	P04	8075	No	5/9/19	M01	1	A2780	Ovarian Carcinoma	Ovary	SIDM00210	Adherent	MSS	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Ovarian Endometrioid Adenocarcinoma	Unknown	Female	Unknown	Unknown	ACH-000657	906804	A2780_OVARY
190905_b13-t1-7_00bao_00i0o_m01_s_1	P04	2305	No	5/9/19	M01	1	A388	Other Solid Carcinomas	Skin	SIDM00794	Adherent	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Squamous Cell Carcinoma	Lymph node	Male	Unknown	Unknown	ACH-001442	910697	A388_SKIN
190905_b13-t1-8_00bap_00i0p_m01_s_1	P04	2533	No	5/9/19	M01	1	SNB75	Glioblastoma	Central Nervous System	SIDM00095	Unknown	MSS	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Glioblastoma	Unknown	Female	Unknown	Unknown	ACH-000504	905982	SNB75_CENTRAL_NERVOUS_SYSTEM
190905_b13-t1-9_00baq_00i0q_m01_s_1	P04	7112	No	5/9/19	M01	1	SW1088	Glioma	Central Nervous System	SIDM01155	Adherent	MSS	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Astrocytoma	Brain	Male	White	Unknown	ACH-000437	909745	SW1088_CENTRAL_NERVOUS_SYSTEM
190905_b13-t1-10_00bar_00i0r_m01_s_1	P04	2293	No	5/9/19	M01	1	YKG-1	Glioblastoma	Central Nervous System	SIDM00315	Adherent	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Glioblastoma	Unknown	Female	Unknown	Unknown	ACH-000570	687592	YKG1_CENTRAL_NERVOUS_SYSTEM
190905_b13-t1-11_00bas_00i0s_m01_s_1	P04	2468	No	5/9/19	M01	1	MZ2-MEL	Melanoma	Skin	SIDM00179	Unknown	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Melanoma	Unknown	Unknown	Unknown	Unknown	ACH-002165	971777	MZ2MEL_SKIN
190905_b13-t1-12_00bat_00i0t_m01_s_1	P04	3281	No	5/9/19	M01	1	NCI-H1437	Non-Small Cell Lung Carcinoma	Lung	SIDM00734	Adherent	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Lung Adenocarcinoma	Pleural effusion	Male	White	Unknown	ACH-000589	687794	NCIH1437_LUNG
190905_b13-t1-13_00bau_00i0u_m01_s_1	P04	9029	No	5/9/19	M01	1	MKN7	Gastric Carcinoma	Stomach	SIDM00560	Unknown	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Gastric Tubular Adenocarcinoma	Stomach	Unknown	Unknown	Unknown	ACH-000678	924250	MKN7_STOMACH
190905_b13-t1-14_00bav_00i0v_m01_s_1	P04	2709	No	5/9/19	M01	1	G-MEL	Melanoma	Skin	SIDM00129	Unknown	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Cutaneous Melanoma	Unknown	Unknown	Unknown	Unknown	ACH-002121	1240130	GMEL_SKIN
190905_b13-t1-16_00bax_00i0x_m01_s_1	P04	6654	Yes	5/9/19	M01	1	CL-11	Colorectal Carcinoma	Large Intestine	SIDM00944	Adherent	MSS	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Colon Adenocarcinoma	Colon	Unknown	Unknown	Unknown	ACH-000249	1290769	CL11_LARGE_INTESTINE
190906_b18-t1-1_00d9z_00i1w_m02_s_1	P04	10690	No	6/9/19	M02	2	MHH-NB-11	Neuroblastoma	Peripheral Nervous System	SIDM00387	Adherent	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Neuroblastoma	Adrenal Tissue	Male	White	Unknown	ACH-000078	908135	MHHNB11_AUTONOMIC_GANGLIA
190906_b18-t1-2_00da0_00i1x_m02_s_1	P04	5950	No	6/9/19	M02	2	RKO	Colorectal Carcinoma	Large Intestine	SIDM01090	Adherent	MSI	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	Colon Carcinoma	Colon	Unknown	Unknown	Unknown	ACH-000943	909698	RKO_LARGE_INTESTINE
190906_b18-t1-3_00da1_00i1y_m02_s_1	P04	8073	No	6/9/19	M02	2	LK-2	Squamous Cell Lung Carcinoma	Lung	SIDM00548	Adherent	MSS	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Squamous Cell Lung Carcinoma	Unknown	Male	Unknown	Unknown	ACH-000769	687787	LK2_LUNG
190906_b18-t1-4_00da2_00i1z_m02_s_1	P04	10610	No	6/9/19	M02	2	BC-3	B-Cell Non-Hodgkin's Lymphoma	Haematopoietic and Lymphoid	SIDM00895	Suspension	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Primary Effusion Lymphoma	Pleural Effusion	Male	White	Unknown	ACH-002215	910918	BC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
190906_b18-t1-5_00da3_00i20_m02_s_1	P04	2357	No	6/9/19	M02	2	DSH1	Bladder Carcinoma	Bladder	SIDM00970	Adherent	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Bladder Carcinoma	Unknown	Unknown	Unknown	Unknown	ACH-002235	753552	DSH1_URINARY_TRACT
190906_b18-t1-6_00da4_00i21_m02_s_1	P04	2319	No	6/9/19	M02	2	Becker	Glioma	Central Nervous System	SIDM00490	Adherent	MSS	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Astrocytoma	Unknown	Male	Unknown	Unknown	ACH-001016	906746	BECKER_CENTRAL_NERVOUS_SYSTEM
190906_b18-t1-7_00da5_00i22_m02_s_1	P04	3367	No	6/9/19	M02	2	NCI-H2444	Non-Small Cell Lung Carcinoma	Lung	SIDM00723	Adherent	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Non-Small Cell Lung Carcinoma	Unknown	Male	Unknown	Unknown	ACH-000186	1298356	NCIH2444_LUNG
190906_b18-t1-8_00da6_00i23_m02_s_1	P04	8311	No	6/9/19	M02	2	EW-11	Ewing's Sarcoma	Bone	SIDM00203	Unknown	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Ewing's Sarcoma	Unknown	Female	Unknown	Unknown	ACH-002111	684062	EW11_BONE
190906_b18-t1-9_00da7_00i24_m02_s_1	P04	6453	No	6/9/19	M02	2	Calu-3	Non-Small Cell Lung Carcinoma	Lung	SIDM00922	Adherent	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Lung Adenocarcinoma	Pleural effusion	Male	White	Unknown	ACH-000392	687777	CALU3_LUNG
190906_b18-t1-10_00da8_00i25_m02_s_1	P04	6909	No	6/9/19	M02	2	22RV1	Prostate Carcinoma	Prostate	SIDM00499	Adherent	MSI	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Prostate Carcinoma	Prostate	Male	Unknown	Unknown	ACH-000956	924100	22RV1_PROSTATE
190906_b18-t1-11_00da9_00i26_m02_s_1	P04	8009	No	6/9/19	M02	2	SBC-3	Small Cell Lung Carcinoma	Lung	SIDM00367	Unknown	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Small Cell Lung Carcinoma	Unknown	Male	Unknown	Unknown	ACH-002197	753610	SBC3_LUNG
190906_b18-t1-12_00daa_00i27_m02_s_1	P04	2014	No	6/9/19	M02	2	C-33-A	Cervical Carcinoma	Cervix	SIDM00889	Adherent	MSI	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Cervical Squamous Cell Carcinoma	Cervix	Female	White	Unknown	ACH-001333	687505	C33A_CERVIX
190906_b18-t1-13_00dab_00i28_m02_s_1	P04	3108	No	6/9/19	M02	2	LOUCY	T-Lymphoblastic Leukemia	Haematopoietic and Lymphoid	SIDM00342	Suspension	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Adult Precursor T Lymphoblastic Leukemia	Peripheral blood	Female	Unknown	Unknown	ACH-000104	907789	LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
190906_b18-t1-14_00dac_00i29_m02_s_1	P04	8256	No	6/9/19	M02	2	LU-65	Non-Small Cell Lung Carcinoma	Lung	SIDM00547	Unknown	MSS	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Giant Cell Lung Carcinoma	Lung	Male	East Asian	Unknown	ACH-000438	724863	LU65_LUNG
190906_b18-t1-16_00dae_00i2b_m02_s_1	P04	8594	Yes	6/9/19	M02	1	EFM-192A	Breast Carcinoma	Breast	SIDM01002	Adherent	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Breast Carcinoma	Pleural Effusion	Female	White	Unknown	ACH-000117	1290798	EFM192A_BREAST
190907_b22-t1-1_00dbr_00i2d_m02_s_1	P04	3169	No	7/9/19	M02	1	MEG-01	Chronic Myelogenous Leukemia	Haematopoietic and Lymphoid	SIDM00526	Semi-Adherent	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Chronic Myelogenous Leukemia	Bone Marrow	Male	Unknown	Unknown	ACH-000072	908126	MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
190907_b22-t1-2_00dbs_00i2e_m02_s_1	P04	9152	No	7/9/19	M02	1	SW48	Colorectal Carcinoma	Large Intestine	SIDM00837	Adherent	MSI	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Colon Adenocarcinoma	Colon	Female	White	Unknown	ACH-000958	909751	SW48_LARGE_INTESTINE
190907_b22-t1-3_00dbt_00i6m_m02_s_1	P04	4017	No	7/9/19	M02	1	RCC-FG2	Kidney Carcinoma	Kidney	SIDM00819	Adherent	MSS	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	Clear Cell Renal Cell Carcinoma	Unknown	Male	White	Unknown	ACH-002189	1524414	RCCFG2_KIDNEY
