,Sanger&CMRI,Broad
RAF_UP.V1_UP,0.006959349852636507,0.12822393845471983
TSENG_IRS1_TARGETS_UP,0.007026006806711882,0.04555643694103599
GRAHAM_CML_DIVIDING_VS_NORMAL_QUIESCENT_DN,0.007043184102671194,0.09295939714849268
FIGUEROA_AML_METHYLATION_CLUSTER_6_UP,0.0070535547184746835,0.07484707201839717
KYNG_ENVIRONMENTAL_STRESS_RESPONSE_UP,0.0071194179316431665,0.11925747756517491
GO_NEGATIVE_REGULATION_OF_CELL_CELL_ADHESION,0.007120316503341524,0.0627918184018702
GO_GLUTAMINE_FAMILY_AMINO_ACID_METABOLIC_PROCESS,0.007262745005154429,0.08694050605053863
GO_CELLULAR_RESPONSE_TO_ANTIBIOTIC,0.0072757741554537675,0.011566661396348227
GO_CARDIAC_MUSCLE_CELL_DIFFERENTIATION,0.007296253199616019,0.0343272196701969
KEGG_PATHWAYS_IN_CANCER,0.007297660925850693,0.02034600753716521
SPIELMAN_LYMPHOBLAST_EUROPEAN_VS_ASIAN_DN,0.007315124821416033,0.04109530824726318
GO_LEUKOCYTE_CELL_CELL_ADHESION,0.007385087289056496,0.032398628380433295
REACTOME_SIGNALING_BY_PDGF,0.007444266489901029,0.03996420200453771
GO_REGULATION_OF_REGULATED_SECRETORY_PATHWAY,0.007495755277904449,0.008817907728203483
GO_PROTEIN_LOCALIZATION_TO_LYSOSOME,0.007500778225988595,0.034655585104296796
GO_APICAL_JUNCTION_ASSEMBLY,0.0075378061304462425,0.17498773437116488
BROWNE_HCMV_INFECTION_20HR_DN,0.007557025248687143,0.04870395611153116
GO_TRANSCRIPTION_FACTOR_BINDING,0.007650565353916596,0.01468248646155113
GO_ADENYL_NUCLEOTIDE_BINDING,0.0076891340815637204,-0.008577874341960329
AFFAR_YY1_TARGETS_DN,0.007847662487448963,0.04124749715858266
GO_SISTER_CHROMATID_SEGREGATION,0.007847747622398316,-0.05219021342373271
COULOUARN_TEMPORAL_TGFB1_SIGNATURE_UP,0.00791249441141741,0.06561085536786114
BIOCARTA_HIVNEF_PATHWAY,0.008077147972723943,-0.08070306827468361
SIRNA_EIF4GI_DN,0.008189693612920884,-0.04145297636532703
GO_POSITIVE_REGULATION_OF_LOCOMOTION,0.008287346728375038,0.07104890437214768
FISCHER_G2_M_CELL_CYCLE,0.00829397778003038,-0.0445199370677056
FOSTER_KDM1A_TARGETS_UP,0.008349064803529049,0.04750002984115617
REACTOME_FORMATION_OF_THE_EARLY_ELONGATION_COMPLEX,0.008373699346643396,0.15803646473496227
REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT,0.008373699346643396,0.07602841928290972
GO_HORMONE_RECEPTOR_BINDING,0.008383554826590213,0.02314078099063368
GO_NEGATIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS,0.008435972863523985,0.0318645625624504
GO_POST_GOLGI_VESICLE_MEDIATED_TRANSPORT,0.008521300292234196,0.04114287847483994
GO_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR,0.008574710338398678,0.025026648399711762
PUIFFE_INVASION_INHIBITED_BY_ASCITES_UP,0.00858488359086665,0.05032401344875722
GO_NEGATIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION,0.008631751170102514,0.03807220104623413
KEGG_FOCAL_ADHESION,0.008642419467031258,0.060929003879353634
WHITFIELD_CELL_CYCLE_S,0.008674058641037798,-0.008345972001266935
HU_ANGIOGENESIS_DN,0.008681181192409418,-0.024470752873926898
SESTO_RESPONSE_TO_UV_C4,0.00870879413711803,0.17849691067513598
SAKAI_CHRONIC_HEPATITIS_VS_LIVER_CANCER_UP,0.008714243971420123,-0.020990774343565787
GO_DIGESTIVE_SYSTEM_DEVELOPMENT,0.008810888215039746,0.1507387844379122
GO_PROTEIN_LOCALIZATION_TO_ORGANELLE,0.008846257185847249,0.04839147716945293
GO_RESPONSE_TO_CAMP,0.008859509047767663,0.10854708965940105
PID_AR_TF_PATHWAY,0.008879640504361514,-0.04771753549214151
GO_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION,0.008911074026094484,0.011356944738321622
HELLER_SILENCED_BY_METHYLATION_DN,0.008949502934551089,0.057609990069171876
GO_POSITIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT,0.009081759314505186,0.0637749211551354
GO_RECYCLING_ENDOSOME_MEMBRANE,0.009196869733005614,0.2117587055617389
LIU_VAV3_PROSTATE_CARCINOGENESIS_UP,0.009204422949057236,0.09773591219076158
GO_POSITIVE_REGULATION_OF_CELL_CYCLE_PROCESS,0.0092088360091786,-0.011463303237152852
GO_SECRETORY_GRANULE,0.009321540365503969,0.1461061564849599
REN_ALVEOLAR_RHABDOMYOSARCOMA_DN,0.009324323109716426,0.15707577130040176
GRAESSMANN_APOPTOSIS_BY_DOXORUBICIN_UP,0.009368736804228122,0.07624345253057169
GO_REGULATION_OF_PROTEIN_LOCALIZATION,0.009391651624798042,0.07153519810350521
GO_MYELOID_CELL_DIFFERENTIATION,0.00944687638120947,0.031815631771210176
TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_LOBULAR_NORMAL_UP,0.009474407968412875,0.11501041752751844
KEGG_NON_SMALL_CELL_LUNG_CANCER,0.009588104526530746,-0.15558863051033264
RIZKI_TUMOR_INVASIVENESS_2D_DN,0.009690125821511252,0.061055668164829095
GO_HOMOTYPIC_CELL_CELL_ADHESION,0.009693204201929933,0.09273130961170026
GO_ENDOCYTOSIS,0.009782295695120652,0.024557710943765916
GOTTWEIN_TARGETS_OF_KSHV_MIR_K12_11,0.009799516189078294,0.04240932756842207
GO_NUCLEASE_ACTIVITY,0.009799735959177045,-0.006022014452472725
GO_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS,0.009807749548067929,0.031222865779065634
PEREZ_TP63_TARGETS,0.009832297847286946,0.09415080187863498
MARTENS_BOUND_BY_PML_RARA_FUSION,0.009906033665296148,0.03455884232014775
HOSHIDA_LIVER_CANCER_SURVIVAL_UP,0.009946568419415021,0.013722998922265583
GO_TRNA_MODIFICATION,0.01013064731941933,-0.1291040424417854
GO_REGULATION_OF_RESPONSE_TO_DRUG,0.010215367350286862,0.10256390252833351
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_3D_UP,0.010239442148885121,0.03790380494550768
GO_RESPONSE_TO_ABIOTIC_STIMULUS,0.010295371987504128,0.04413605199070154
PID_NOTCH_PATHWAY,0.01036797753896371,0.11796115025954261
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS,0.010387164228189773,-0.07077845545933137
GO_MAINTENANCE_OF_LOCATION,0.010395759861580669,0.0686115632908905
BOQUEST_STEM_CELL_CULTURED_VS_FRESH_UP,0.010492954542433966,0.057623518928836236
JIANG_TIP30_TARGETS_UP,0.010504169329680318,0.06678063367526611
TARTE_PLASMA_CELL_VS_PLASMABLAST_DN,0.010522872343913393,-0.006324017295661984
GO_TELENCEPHALON_DEVELOPMENT,0.01054801575726731,0.055157831954298686
FRASOR_RESPONSE_TO_ESTRADIOL_DN,0.010695886997241243,0.17680568953442247
CHARAFE_BREAST_CANCER_LUMINAL_VS_BASAL_DN,0.01074097037912388,0.13624019420425276
GO_CELLULAR_RESPONSE_TO_HORMONE_STIMULUS,0.010757868517802584,0.045954216334174305
GO_NUCLEAR_RECEPTOR_TRANSCRIPTION_COACTIVATOR_ACTIVITY,0.010975530310523904,0.05366491812867655
GO_NEGATIVE_REGULATION_OF_CELL_ACTIVATION,0.01105708568446846,0.037079337034339015
NFE2L2.V2,0.011085536478692721,0.07070926453660924
GO_CHAPERONE_COFACTOR_DEPENDENT_PROTEIN_REFOLDING,0.011180713907994171,-0.014637893413988513
GO_REGULATION_OF_CYTOSOLIC_CALCIUM_ION_CONCENTRATION,0.011310309972911452,0.08160066751455132
DACOSTA_UV_RESPONSE_VIA_ERCC3_TTD_UP,0.011348322122735404,0.09779927697707369
GO_DETECTION_OF_STIMULUS,0.011351901918784674,0.01163680609963781
GO_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS,0.011397719144203063,0.02008951643353469
GO_IN_UTERO_EMBRYONIC_DEVELOPMENT,0.011431522967571184,0.07917194733045034
GO_REPLICATION_FORK,0.011457241659392102,-0.05449228575924268
REACTOME_RNA_POLYMERASE_II_TRANSCRIBES_SNRNA_GENES,0.011480791928741614,0.11425078240441613
PLASARI_TGFB1_TARGETS_10HR_DN,0.011507450563968557,-0.004846101507983137
DIAZ_CHRONIC_MEYLOGENOUS_LEUKEMIA_UP,0.011528029059383452,0.055178759317484
GO_ANIMAL_ORGAN_MORPHOGENESIS,0.011572279377280427,0.11906614575649511
GO_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY,0.011598085531520011,-0.0430551678841232
GO_ANATOMICAL_STRUCTURE_MATURATION,0.01170562533359844,0.09556482875989553
GO_DRUG_BINDING,0.011706759714312112,-0.009549675808111823
GO_TRANSCRIPTION_COREPRESSOR_ACTIVITY,0.01173832756784449,0.07952694123489941
GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,0.011759063619397615,0.06081103232797642
GO_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT,0.011817321378982611,0.05295205444777024
WILCOX_RESPONSE_TO_PROGESTERONE_UP,0.011819024382131994,0.03223328784060591
TOOKER_GEMCITABINE_RESISTANCE_UP,0.011891567959718853,0.045724732890695785
HUANG_DASATINIB_RESISTANCE_DN,0.011893911763141134,0.1672019779086027
GO_POSITIVE_REGULATION_OF_CELLULAR_AMIDE_METABOLIC_PROCESS,0.011899224571009923,0.011221068500270518
EBAUER_TARGETS_OF_PAX3_FOXO1_FUSION_UP,0.012058831424863544,-0.006944155791387388
GO_DNA_PACKAGING,0.012187417076149742,0.04446501942710479
GO_VIRAL_GENOME_REPLICATION,0.012200545595901585,0.04923536171537741
GO_PROTEIN_TETRAMERIZATION,0.012207895745457607,0.07525581303045575
DARWICHE_PAPILLOMA_RISK_HIGH_UP,0.012325086896275242,0.023472889419490574
KARLSSON_TGFB1_TARGETS_UP,0.012436760437808211,0.04309052639063951
GO_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS,0.012453903471312377,0.01625973333637969
BENPORATH_MYC_MAX_TARGETS,0.012455822787437657,0.030158239180656996
LIU_PROSTATE_CANCER_UP,0.012495223645164045,0.09135930256204332
GO_COPII_COATED_VESICLE_BUDDING,0.012501319988672717,0.07681077085818025
UEDA_PERIFERAL_CLOCK,0.012505236063204205,0.11351892910395416
GO_NEGATIVE_REGULATION_OF_AUTOPHAGY,0.012559853545061249,-0.05052834554940323
GO_STEROID_HORMONE_RECEPTOR_BINDING,0.012597632513151815,-0.009819665684799575
GO_PHENOL_CONTAINING_COMPOUND_METABOLIC_PROCESS,0.012653143844658972,0.0731139297072617
LINDGREN_BLADDER_CANCER_CLUSTER_2A_DN,0.012665685906639095,0.007690423583205885
GO_NEGATIVE_REGULATION_OF_RNA_BIOSYNTHETIC_PROCESS,0.012689109016988505,0.055523555328724064
GO_NEGATIVE_REGULATION_OF_BIOSYNTHETIC_PROCESS,0.012710970652262522,0.049901123877355534
SNF5_DN.V1_DN,0.012734947778581116,0.19724347669470044
SWEET_LUNG_CANCER_KRAS_UP,0.012778604460701719,0.12421154055288439
GO_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_POTENTIAL,0.01278079164824397,0.07126754083309861
REACTOME_HIV_LIFE_CYCLE,0.012799374507977718,0.07471478458942972
BROWNE_HCMV_INFECTION_16HR_DN,0.012811674376286778,0.07892922915930997
GO_POSITIVE_REGULATION_OF_NEURON_APOPTOTIC_PROCESS,0.012820256230801977,-0.009977543761044635
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_ERYTHROCYTE_UP,0.012828761746720157,0.09134161561719698
GO_HOMEOSTASIS_OF_NUMBER_OF_CELLS,0.012830585848341944,0.0045302532869854846
GO_PEPTIDYL_PROLINE_MODIFICATION,0.01288163272348525,0.11800096623560002
GO_CARBOXY_LYASE_ACTIVITY,0.012886414311942835,0.08388590205830311
GO_REGULATION_OF_TRANS_SYNAPTIC_SIGNALING,0.012950086541089895,0.03893721173754143
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,0.012981751811523138,0.09558083917965088
GO_PROTEIN_ACETYLATION,0.012995250823436869,0.05931807455045297
GAZDA_DIAMOND_BLACKFAN_ANEMIA_PROGENITOR_DN,0.013002455252287728,0.09016054665448776
CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_5,0.013008607941788241,0.14598663678960816
GO_NEGATIVE_REGULATION_OF_CELL_DIFFERENTIATION,0.013285960289282925,0.059219214796258926
ZHAN_MULTIPLE_MYELOMA_MF_UP,0.013398733919942526,0.14540243772520645
GO_RESPONSE_TO_CALCIUM_ION,0.013444693668764725,0.08972032147669472
SHEPARD_CRUSH_AND_BURN_MUTANT_DN,0.013492607717743197,0.01517146442162298
SENGUPTA_NASOPHARYNGEAL_CARCINOMA_WITH_LMP1_DN,0.013550119131197205,0.10432835396927582
GO_REGULATION_OF_TELOMERE_MAINTENANCE,0.013630242151789932,0.024831607232445402
GO_RESPONSE_TO_NERVE_GROWTH_FACTOR,0.013750094311453643,-0.06879944292294977
SANSOM_APC_MYC_TARGETS,0.013861093295816392,0.04755401780806671
GO_POSITIVE_REGULATION_OF_LEUKOCYTE_MIGRATION,0.013881144458760507,0.0970304793599
GO_POSITIVE_REGULATION_OF_PEPTIDASE_ACTIVITY,0.013918233007427167,0.09054675439612488
WINTER_HYPOXIA_METAGENE,0.013994034898416304,0.09304224778649818
GO_SECRETORY_VESICLE,0.014008797021617623,0.13487999663606098
CUI_TCF21_TARGETS_2_UP,0.014009886189971952,0.05894527479409093
FALVELLA_SMOKERS_WITH_LUNG_CANCER,0.014049657426216932,0.03518725927334934
GO_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT,0.0141108265284316,0.0606809437934097
MILI_PSEUDOPODIA_HAPTOTAXIS_UP,0.014117124328049745,-0.006892637207783074
ELVIDGE_HIF1A_AND_HIF2A_TARGETS_DN,0.014194355950368187,0.11690168342144207
GO_CELLULAR_TRANSITION_METAL_ION_HOMEOSTASIS,0.014210956790770325,0.2090838590347244
FARMER_BREAST_CANCER_APOCRINE_VS_BASAL,0.014322134466184784,0.10537896361342267
DASU_IL6_SIGNALING_UP,0.014329838954369734,0.0422699640770524
GO_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY,0.014394381667359476,0.04101265407601436
RB_P130_DN.V1_DN,0.014406886571043442,0.20143162409383894
GO_REGULATION_OF_PEPTIDASE_ACTIVITY,0.014413562638008198,0.08192681046299764
DACOSTA_UV_RESPONSE_VIA_ERCC3_COMMON_DN,0.014456238196510077,0.009198357587877714
GO_FERTILIZATION,0.014525023226091964,0.06511895027813848
GO_TRANSITION_METAL_ION_HOMEOSTASIS,0.014542977330320951,0.17626631567848255
CROMER_METASTASIS_UP,0.014543769208473356,0.10124754747118324
GO_PROTEIN_TARGETING,0.014597902181750349,0.09195661357879938
GO_ENZYME_LINKED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY,0.014613811421228725,0.07397258769883389
PECE_MAMMARY_STEM_CELL_DN,0.014622285805452107,0.08525974040771517
GO_MUSCLE_STRUCTURE_DEVELOPMENT,0.014667256255902691,0.04803918051529269
GO_RESPONSE_TO_CORTICOSTEROID,0.014724151098018395,0.10303586978238048
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_GRANULOCYTE_UP,0.014922452065762386,0.03862636427322156
GO_CELLULAR_RESPONSE_TO_PEPTIDE,0.01499929016611509,0.015233903532679083
GO_PEPTIDYL_LYSINE_ACETYLATION,0.015013104518022633,0.09382129050946318
LEE_CALORIE_RESTRICTION_NEOCORTEX_DN,0.015025075095344835,0.06618751482801666
GO_POSITIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION,0.015028627536842,0.21643124218211449
STARK_HYPPOCAMPUS_22Q11_DELETION_UP,0.015035727748438801,0.12090000714737896
VERHAAK_AML_WITH_NPM1_MUTATED_UP,0.015119179959061804,0.08290046056110786
GO_HORMONE_MEDIATED_SIGNALING_PATHWAY,0.015198738406054223,0.04816777402008078
GO_REGULATION_OF_CELLULAR_RESPONSE_TO_STRESS,0.015203326856847655,0.039209431356288495
GO_POSITIVE_REGULATION_OF_MAPK_CASCADE,0.01523451110826223,0.013554672570882704
GO_RESPONSE_TO_RADIATION,0.015426567004082254,0.024686762413618345
GO_REGULATION_OF_EXOCYTOSIS,0.015435368314384952,0.05000877987889966
TANG_SENESCENCE_TP53_TARGETS_DN,0.015545237735396915,0.03612895653438583
ROSS_ACUTE_MYELOID_LEUKEMIA_CBF,0.01556342619881752,0.028992700147294798
ZHENG_GLIOBLASTOMA_PLASTICITY_UP,0.01568606634181522,0.06926394314150028
PID_CXCR4_PATHWAY,0.015711524671671168,-0.03901308992347618
GO_PLATELET_ACTIVATION,0.015744588995118422,0.0411739232770646
GO_CHROMOSOMAL_REGION,0.01582708823180193,0.02198929697653488
YAMASHITA_LIVER_CANCER_STEM_CELL_DN,0.015842867810961697,0.0766925041088094
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.015917920858917314,0.13516537694895947
HALLMARK_COMPLEMENT,0.01598360640284208,0.22445072552472398
ENK_UV_RESPONSE_EPIDERMIS_UP,0.016154254316168324,0.09958900751740218
GO_NEGATIVE_REGULATION_OF_BINDING,0.016187547919534567,0.053208907314523296
MARSON_BOUND_BY_E2F4_UNSTIMULATED,0.01619199187136438,-0.016542727711503565
GO_MUSCLE_ADAPTATION,0.016245818115537235,0.022883399549026334
LEE_LIVER_CANCER_MYC_E2F1_UP,0.016267074782390756,0.10525559435033294
NAKAYAMA_SOFT_TISSUE_TUMORS_PCA2_UP,0.016420528762447897,0.012348259585971093
FONTAINE_FOLLICULAR_THYROID_ADENOMA_DN,0.01645668415298162,0.05085242266260396
KINSEY_TARGETS_OF_EWSR1_FLII_FUSION_UP,0.016575545444285456,0.011412577004425366
DANG_BOUND_BY_MYC,0.016578680609733793,0.02882043744488275
GO_RNA_POLYMERASE_II_SPECIFIC_DNA_BINDING_TRANSCRIPTION_FACTOR_BINDING,0.01669393204390583,0.02307890333409297
APRELIKOVA_BRCA1_TARGETS,0.016896363721116827,0.04690873693283911
LEE_CALORIE_RESTRICTION_NEOCORTEX_UP,0.01693915890537008,0.041771731951466655
STEARMAN_LUNG_CANCER_EARLY_VS_LATE_DN,0.016980702747813017,0.12803640318779508
GO_ACTIN_FILAMENT_BASED_MOVEMENT,0.016987648999215014,0.054211132612348195
GO_CYTOKINE_RECEPTOR_BINDING,0.017069106806377035,0.03069365393877885
GO_RESPONSE_TO_CARBOHYDRATE,0.017102363564998238,0.049085924104322644
GO_DE_NOVO_PROTEIN_FOLDING,0.017122289269628162,0.01843429054318055
GO_HISTONE_BINDING,0.01713033471217754,0.10526388973492494
DAZARD_RESPONSE_TO_UV_SCC_UP,0.017213095759853227,0.08587389679423288
GO_PEPTIDYL_TYROSINE_MODIFICATION,0.017232692457028034,0.05268254666075943
FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_OK_VS_DONOR_UP,0.01724239345207862,0.05657331019830164
GO_NEGATIVE_REGULATION_OF_IMMUNE_RESPONSE,0.01734334158104685,0.04725226507585634
GO_REGULATION_OF_MRNA_METABOLIC_PROCESS,0.017355339900893635,0.02997231390563036
PID_MYC_ACTIV_PATHWAY,0.017370917307985904,-0.0010079719698315947
GO_CELLULAR_RESPONSE_TO_DRUG,0.01738103348339397,0.027533091091716134
GO_REGULATION_OF_NEUROTRANSMITTER_LEVELS,0.017395599646135903,0.08855109833854641
GO_SNRNA_TRANSCRIPTION,0.01747177763326058,0.12223835265561914
DODD_NASOPHARYNGEAL_CARCINOMA_UP,0.01753489106705383,0.10097190912490449
TAKAO_RESPONSE_TO_UVB_RADIATION_DN,0.01757417700075838,0.06615731487174781
DORN_ADENOVIRUS_INFECTION_32HR_DN,0.017641588141083294,0.0886892011543934
PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_4,0.017650148066554506,0.1493153731184225
GO_EPITHELIUM_DEVELOPMENT,0.017709183115308186,0.11882224722721392
GO_LEUKOCYTE_HOMEOSTASIS,0.017828180142484443,-0.052769182151157126
GO_PHOSPHATASE_ACTIVITY,0.0178676561813238,-0.04910726989008776
REACTOME_HCMV_INFECTION,0.017931146098262754,0.018892950338079226
GO_REGULATION_OF_CARBOHYDRATE_BIOSYNTHETIC_PROCESS,0.017983113279108294,-0.018822242682709267
MOREAUX_B_LYMPHOCYTE_MATURATION_BY_TACI_DN,0.018066586617242298,0.02376944239235692
GO_NEGATIVE_REGULATION_OF_NEURON_DEATH,0.018126923430089443,0.03724706808776097
BASSO_B_LYMPHOCYTE_NETWORK,0.01817202919567015,0.03924779744349893
MATTIOLI_MGUS_VS_PCL,0.018183605647957207,-0.014689478234077695
BLALOCK_ALZHEIMERS_DISEASE_INCIPIENT_DN,0.0182058853897583,0.049980868843747805
GRESHOCK_CANCER_COPY_NUMBER_UP,0.018233703106314236,0.00549460533812214
GO_POSITIVE_REGULATION_OF_TRANSLATION,0.01824836061365854,-0.006330723545444938
REACTOME_MUSCLE_CONTRACTION,0.01829867412217495,0.06196878645417095
LU_AGING_BRAIN_UP,0.0184692377386718,0.09775133113159315
GREENBAUM_E2A_TARGETS_UP,0.01853240635024744,-0.015513538633719253
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_12,0.01856295983233613,0.1297557082627844
GO_NEGATIVE_REGULATION_OF_NEURON_APOPTOTIC_PROCESS,0.018572385795854015,0.07050042930153141
REACTOME_PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES,0.018595549437209025,0.17186792209882198
BAE_BRCA1_TARGETS_UP,0.018789672727261023,0.08532166332496795
SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM1,0.018885646481144474,0.09317496071526091
SAMOLS_TARGETS_OF_KHSV_MIRNAS_DN,0.018898651654442038,0.09127302662341245
STK33_SKM_DN,0.018904988015455357,0.13734824383113178
GO_RESPONSE_TO_IONIZING_RADIATION,0.019052487772715804,0.04015721812077856
MEISSNER_NPC_HCP_WITH_H3K4ME2,0.01908840138132936,0.06256941094177809
GO_NEGATIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II,0.019112496735694765,0.047872074124726896
DUTERTRE_ESTRADIOL_RESPONSE_24HR_DN,0.019122180494262758,0.10459666303061654
GO_POSITIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS,0.019143875276883056,0.0011652685861865807
GO_DEFENSE_RESPONSE_TO_VIRUS,0.019211183479002806,-0.002951878564090794
GO_REGULATION_OF_SPROUTING_ANGIOGENESIS,0.01922079104605739,0.0256286885783727
KRIGE_RESPONSE_TO_TOSEDOSTAT_24HR_UP,0.019343918962871298,0.018080393773412404
BAELDE_DIABETIC_NEPHROPATHY_UP,0.01935475524387611,0.02274887631610625
DANG_MYC_TARGETS_DN,0.01936513366711773,0.12118075345998529
GO_RESPONSE_TO_GAMMA_RADIATION,0.01937876594205731,0.08066527803273565
DORN_ADENOVIRUS_INFECTION_48HR_DN,0.01941399331697085,0.10880532082277651
GO_REGULATION_OF_VESICLE_MEDIATED_TRANSPORT,0.01942988562854591,0.04880243628084283
DING_LUNG_CANCER_EXPRESSION_BY_COPY_NUMBER,0.0194640708567118,0.030672960896290565
ULE_SPLICING_VIA_NOVA2,0.019519729213126776,0.17559372687565805
CHEN_LVAD_SUPPORT_OF_FAILING_HEART_UP,0.01969231690659196,0.06335661273375323
SESTO_RESPONSE_TO_UV_C0,0.01969577030229682,0.05966615111813103
GO_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING,0.019722274032755217,-0.006489492156491041
GO_REGULATION_OF_PEPTIDE_SECRETION,0.019782788773527956,0.09696142030395592
GO_AMMONIUM_ION_METABOLIC_PROCESS,0.019921896263096282,0.1511490252278472
GO_RESPONSE_TO_MECHANICAL_STIMULUS,0.01992405956338737,0.10325596792271512
GO_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS,0.019968277804242658,0.009474332495887697
ZWANG_EGF_INTERVAL_DN,0.020094980386357514,0.10771292913852037
GO_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS,0.02011243652810402,-0.0060362079200961885
DAIRKEE_CANCER_PRONE_RESPONSE_BPA,0.020147474880044914,0.030216143642508072
GO_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY,0.020163421044898686,0.08126393607482715
GO_POSITIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS,0.02028950198330569,0.031442623014916814
RICKMAN_TUMOR_DIFFERENTIATED_WELL_VS_MODERATELY_UP,0.0203229944407785,0.11067543212195746
GO_DNA_MODIFICATION,0.02033768152503543,0.07860699598391813
GO_REGULATION_OF_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE,0.020359388230676276,0.1429191689825232
FISCHER_DIRECT_P53_TARGETS_META_ANALYSIS,0.020380644474981457,0.0834832361470288
LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_LARGE_VS_TINY_DN,0.020381595461000376,-0.002972607525321932
GO_ADP_BINDING,0.02039663865564698,-0.038465167513500376
GO_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE,0.02046690802343527,0.0934867515551984
GO_CELLULAR_RESPONSE_TO_ENDOGENOUS_STIMULUS,0.020477030477310972,0.06948299791713981
GO_CELLULAR_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY,0.020502053197135706,0.03278297305900172
GO_NON_RECOMBINATIONAL_REPAIR,0.02050668772329287,0.06558033584250231
AMBROSINI_FLAVOPIRIDOL_TREATMENT_TP53,0.020532586771287307,0.0934634348844688
LANDIS_ERBB2_BREAST_TUMORS_324_UP,0.02055521299314645,0.11522718967661032
REACTOME_SIGNALING_BY_GPCR,0.020567403212246524,0.03077561053650093
KIM_WT1_TARGETS_UP,0.02072254172708346,0.0955508675539023
GO_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY,0.020810141983938223,0.05431892975549673
GO_REGULATION_OF_ION_TRANSPORT,0.02094335252646399,0.07087036217577171
GO_FILOPODIUM_ASSEMBLY,0.020995274435137726,0.01680768662926099
SCHAEFFER_PROSTATE_DEVELOPMENT_48HR_DN,0.020996370009371063,0.05101431007476322
GO_POSITIVE_REGULATION_OF_VIRAL_PROCESS,0.021069437519914462,0.0671759398577086
INGRAM_SHH_TARGETS_UP,0.02110071045588327,0.14388513144774195
IWANAGA_CARCINOGENESIS_BY_KRAS_PTEN_DN,0.02110834713088289,0.04455501695379754
GO_PROTEIN_METHYLATION,0.021128323187300683,0.11775828931475746
GO_DNA_BINDING_TRANSCRIPTION_REPRESSOR_ACTIVITY,0.021170536921073825,0.036693659155043204
GO_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,0.021177043451797915,0.053901784518040265
BENPORATH_MYC_TARGETS_WITH_EBOX,0.021182182023845912,0.0024181258306536263
REACTOME_APOPTOTIC_EXECUTION_PHASE,0.021267587518851567,0.03791138583642609
KYNG_RESPONSE_TO_H2O2_VIA_ERCC6_UP,0.02132885305152309,0.00041232628493381046
GO_REGULATION_OF_MUSCLE_SYSTEM_PROCESS,0.02142420306469254,0.015321981075850855
PID_SYNDECAN_4_PATHWAY,0.021568503239348506,0.17652369739280743
